# L_m H_m fuel_kg V_kmh
41568.3 6295.78 9279.98 669.443
41577.3 6298.18 9282.43 669.436
41586.3 6300.59 9284.87 669.429
41595.2 6303 9287.32 669.421
41604.2 6305.41 9289.77 669.414
41613.2 6307.81 9292.21 669.407
41622.2 6310.22 9294.66 669.4
41631.2 6312.63 9297.11 669.393
41640.1 6315.04 9299.56 669.386
41649.1 6317.44 9302 669.38
41658.1 6319.85 9304.45 669.373
41667.1 6322.26 9306.9 669.366
41676.1 6324.66 9309.35 669.36
41685 6327.07 9311.8 669.353
41694 6329.48 9314.25 669.347
41703 6331.88 9316.7 669.341
41712 6334.29 9319.15 669.335
41721 6336.7 9321.6 669.329
41729.9 6339.1 9324.05 669.323
41738.9 6341.51 9326.5 669.317
41747.9 6343.92 9328.95 669.311
41756.9 6346.33 9331.4 669.305
41765.9 6348.73 9333.85 669.3
41774.8 6351.14 9336.3 669.294
41783.8 6353.55 9338.76 669.289
41792.8 6355.95 9341.21 669.283
41801.8 6358.36 9343.66 669.278
41810.7 6360.77 9346.11 669.273
41819.7 6363.17 9348.57 669.268
41828.7 6365.58 9351.02 669.262
41837.7 6367.99 9353.47 669.258
41846.7 6370.39 9355.93 669.253
41855.6 6372.8 9358.38 669.248
41864.6 6375.21 9360.83 669.243
41873.6 6377.61 9363.29 669.239
41882.6 6380.02 9365.74 669.234
41891.6 6382.43 9368.2 669.23
41900.5 6384.83 9370.65 669.225
41909.5 6387.24 9373.11 669.221
41918.5 6389.65 9375.56 669.217
41927.5 6392.05 9378.02 669.213
41936.4 6394.46 9380.48 669.209
41945.4 6396.86 9382.93 669.205
41954.4 6399.27 9385.39 669.201
41963.4 6401.68 9387.85 669.197
41972.4 6404.08 9390.3 669.193
41981.3 6406.49 9392.76 669.19
41990.3 6408.9 9395.22 669.186
41999.3 6411.3 9397.68 669.183
42008.3 6413.71 9400.13 669.179
42017.2 6416.12 9402.59 669.176
42026.2 6418.52 9405.05 669.173
42035.2 6420.93 9407.51 669.17
42044.2 6423.33 9409.97 669.167
42053.1 6425.74 9412.43 669.164
42062.1 6428.15 9414.89 669.161
42071.1 6430.55 9417.35 669.158
42080.1 6432.96 9419.81 669.156
42089.1 6435.37 9422.27 669.153
42098 6437.77 9424.73 669.151
42107 6440.18 9427.19 669.148
42116 6442.58 9429.65 669.146
42125 6444.99 9432.11 669.144
42133.9 6447.4 9434.58 669.141
42142.9 6449.8 9437.04 669.139
42151.9 6452.21 9439.5 669.137
42160.9 6454.62 9441.96 669.135
42169.8 6457.02 9444.42 669.134
42178.8 6459.43 9446.89 669.132
42187.8 6461.83 9449.35 669.13
42196.8 6464.24 9451.81 669.129
42205.8 6466.65 9454.28 669.127
42214.7 6469.05 9456.74 669.126
42223.7 6471.46 9459.21 669.124
42232.7 6473.86 9461.67 669.123
42241.7 6476.27 9464.14 669.122
42250.6 6478.68 9466.6 669.121
42259.6 6481.08 9469.07 669.12
42268.6 6483.49 9471.53 669.119
42277.6 6485.9 9474 669.118
42286.5 6488.3 9476.46 669.117
42295.5 6490.71 9478.93 669.117
42304.5 6493.11 9481.4 669.116
42313.5 6495.52 9483.86 669.116
42322.4 6497.93 9486.33 669.115
42331.4 6500.33 9488.8 669.115
42340.4 6502.74 9491.26 669.115
42349.4 6505.14 9493.73 669.114
42358.4 6507.55 9496.2 669.114
42367.3 6509.96 9498.67 669.114
42376.3 6512.36 9501.14 669.114
42385.3 6514.77 9503.61 669.115
42394.3 6517.18 9506.07 669.115
42403.2 6519.58 9508.54 669.115
42412.2 6521.99 9511.01 669.116
42421.2 6524.39 9513.48 669.116
42430.2 6526.8 9515.95 669.117
42439.1 6529.21 9518.42 669.117
42448.1 6531.61 9520.89 669.118
42457.1 6534.02 9523.37 669.119
42466.1 6536.42 9525.84 669.12
42475 6538.83 9528.31 669.121
42484 6541.24 9530.78 669.122
42493 6543.64 9533.25 669.123
42502 6546.05 9535.72 669.124
42510.9 6548.45 9538.2 669.126
42519.9 6550.86 9540.67 669.127
42528.9 6553.27 9543.14 669.128
42537.9 6555.67 9545.61 669.13
42546.9 6558.08 9548.09 669.132
42555.8 6560.49 9550.56 669.133
42564.8 6562.89 9553.03 669.135
42573.8 6565.3 9555.51 669.137
42582.8 6567.7 9557.98 669.139
42591.7 6570.11 9560.46 669.141
42600.7 6572.52 9562.93 669.143
42609.7 6574.92 9565.41 669.145
42618.7 6577.33 9567.88 669.148
42627.6 6579.74 9570.36 669.15
42636.6 6582.14 9572.83 669.153
42645.6 6584.55 9575.31 669.155
42654.6 6586.95 9577.79 669.158
42663.6 6589.36 9580.26 669.161
42672.5 6591.77 9582.74 669.163
42681.5 6594.17 9585.22 669.166
42690.5 6596.58 9587.7 669.169
42699.5 6598.99 9590.17 669.172
42708.4 6601.39 9592.65 669.175
42717.4 6603.8 9595.13 669.179
42726.4 6606.2 9597.61 669.182
42735.4 6608.61 9600.09 669.185
42744.3 6611.02 9602.57 669.189
42753.3 6613.42 9605.04 669.192
42762.3 6615.83 9607.52 669.196
42771.3 6618.24 9610 669.2
42780.3 6620.64 9612.48 669.203
42789.2 6623.05 9614.96 669.207
42798.2 6625.46 9617.44 669.211
42807.2 6627.86 9619.92 669.215
42816.2 6630.27 9622.41 669.219
42825.1 6632.68 9624.89 669.224
42834.1 6635.08 9627.37 669.228
42843.1 6637.49 9629.85 669.232
42852.1 6639.89 9632.33 669.237
42861.1 6642.3 9634.81 669.241
42870 6644.71 9637.3 669.246
42879 6647.11 9639.78 669.25
42888 6649.52 9642.26 669.255
42897 6651.93 9644.75 669.26
42905.9 6654.33 9647.23 669.265
42914.9 6656.74 9649.71 669.27
42923.9 6659.15 9652.2 669.275
42932.9 6661.55 9654.68 669.28
42941.9 6663.96 9657.16 669.285
42950.8 6666.37 9659.65 669.291
42959.8 6668.77 9662.13 669.296
42968.8 6671.18 9664.62 669.302
42977.8 6673.59 9667.11 669.307
42986.8 6675.99 9669.59 669.313
42995.7 6678.4 9672.08 669.319
43004.7 6680.81 9674.56 669.324
43013.7 6683.22 9677.05 669.33
43022.7 6685.62 9679.54 669.336
43031.7 6688.03 9682.02 669.342
43040.6 6690.44 9684.51 669.348
43049.6 6692.84 9687 669.355
43058.6 6695.25 9689.49 669.361
43067.6 6697.66 9691.97 669.367
43076.6 6700.06 9694.46 669.374
43085.5 6702.47 9696.95 669.38
43094.5 6704.88 9699.44 669.387
43103.5 6707.29 9701.93 669.394
43112.5 6709.69 9704.42 669.4
43121.5 6712.1 9706.91 669.407
43130.4 6714.51 9709.4 669.414
43139.4 6716.91 9711.89 669.421
43148.4 6719.32 9714.38 669.428
43157.4 6721.73 9716.87 669.436
43166.4 6724.14 9719.36 669.443
43175.3 6726.54 9721.85 669.45
43184.3 6728.95 9724.34 669.458
43193.3 6731.36 9726.83 669.465
43202.3 6733.77 9729.32 669.473
43211.3 6736.17 9731.82 669.48
43220.2 6738.58 9734.31 669.488
43229.2 6740.99 9736.8 669.496
43238.2 6743.4 9739.29 669.504
43247.2 6745.8 9741.79 669.512
43256.2 6748.21 9744.28 669.52
43265.2 6750.62 9746.77 669.528
43274.1 6753.03 9749.27 669.536
43283.1 6755.43 9751.76 669.545
43292.1 6757.84 9754.26 669.553
43301.1 6760.25 9756.75 669.561
43310.1 6762.66 9759.25 669.57
43319 6765.06 9761.74 669.579
43328 6767.47 9764.24 669.587
43337 6769.88 9766.73 669.596
43346 6772.29 9769.23 669.605
43355 6774.7 9771.72 669.614
43364 6777.1 9774.22 669.623
43372.9 6779.51 9776.72 669.632
43381.9 6781.92 9779.21 669.641
43390.9 6784.33 9781.71 669.65
43399.9 6786.74 9784.21 669.66
43408.9 6789.14 9786.71 669.669
43417.9 6791.55 9789.2 669.679
43426.8 6793.96 9791.7 669.688
43435.8 6796.37 9794.2 669.698
43444.8 6798.78 9796.7 669.708
43453.8 6801.18 9799.2 669.717
43462.8 6803.59 9801.7 669.727
43471.8 6806 9804.2 669.737
43480.8 6808.41 9806.7 669.747
43489.7 6810.82 9809.2 669.757
43498.7 6813.23 9811.7 669.768
43507.7 6815.63 9814.2 669.778
43516.7 6818.04 9816.7 669.788
43525.7 6820.45 9819.2 669.799
43534.7 6822.86 9821.7 669.809
43543.6 6825.27 9824.2 669.82
43552.6 6827.68 9826.7 669.831
43561.6 6830.09 9829.2 669.841
43570.6 6832.5 9831.71 669.852
43579.6 6834.9 9834.21 669.863
43588.6 6837.31 9836.71 669.874
43597.6 6839.72 9839.21 669.885
43606.6 6842.13 9841.72 669.896
43615.5 6844.54 9844.22 669.908
43624.5 6846.95 9846.72 669.919
43633.5 6849.36 9849.23 669.93
43642.5 6851.77 9851.73 669.942
43651.5 6854.18 9854.24 669.953
43660.5 6856.59 9856.74 669.965
43669.5 6858.99 9859.25 669.977
43678.5 6861.4 9861.75 669.989
43687.4 6863.81 9864.26 670
43696.4 6866.22 9866.76 670.012
43705.4 6868.63 9869.27 670.024
43714.4 6871.04 9871.77 670.037
43723.4 6873.45 9874.28 670.049
43732.4 6875.86 9876.79 670.061
43741.4 6878.27 9879.29 670.073
43750.4 6880.68 9881.8 670.086
43759.4 6883.09 9884.31 670.098
43768.3 6885.5 9886.82 670.111
43777.3 6887.91 9889.32 670.123
43786.3 6890.32 9891.83 670.136
43795.3 6892.73 9894.34 670.149
43804.3 6895.14 9896.85 670.162
43813.3 6897.55 9899.36 670.175
43822.3 6899.96 9901.87 670.188
43831.3 6902.37 9904.38 670.201
43840.3 6904.78 9906.89 670.214
43849.3 6907.19 9909.4 670.228
43858.2 6909.6 9911.91 670.241
43867.2 6912.01 9914.42 670.254
43876.2 6914.42 9916.93 670.268
43885.2 6916.83 9919.44 670.281
43894.2 6919.24 9921.95 670.295
43903.2 6921.65 9924.46 670.309
43912.2 6924.06 9926.97 670.323
43921.2 6926.47 9929.49 670.337
43930.2 6928.88 9932 670.351
43939.2 6931.29 9934.51 670.365
43948.2 6933.7 9937.02 670.379
43957.2 6936.11 9939.54 670.393
43966.2 6938.52 9942.05 670.407
43975.2 6940.93 9944.56 670.422
43984.1 6943.35 9947.08 670.436
43993.1 6945.76 9949.59 670.451
44002.1 6948.17 9952.11 670.465
44011.1 6950.58 9954.62 670.48
44020.1 6952.99 9957.14 670.495
44029.1 6955.4 9959.65 670.51
44038.1 6957.81 9962.17 670.524
44047.1 6960.22 9964.68 670.539
44056.1 6962.63 9967.2 670.555
44065.1 6965.05 9969.71 670.57
44074.1 6967.46 9972.23 670.585
44083.1 6969.87 9974.75 670.6
44092.1 6972.28 9977.26 670.616
44101.1 6974.69 9979.78 670.631
44110.1 6977.1 9982.3 670.647
44119.1 6979.51 9984.82 670.662
44128.1 6981.93 9987.33 670.678
44137.1 6984.34 9989.85 670.694
44146.1 6986.75 9992.37 670.71
44155.1 6989.16 9994.89 670.725
44164.1 6991.57 9997.41 670.741
44173.1 6993.99 9999.93 670.758
44182.1 6996.4 10002.4 670.774
44191.1 6998.81 10005 670.79
44200.1 7001.22 10007.5 670.806
44209.1 7003.63 10010 670.823
44218.1 7006.05 10012.5 670.839
44227.1 7008.46 10015 670.856
44236.1 7010.87 10017.6 670.872
44245.1 7013.28 10020.1 670.889
44254.1 7015.7 10022.6 670.906
44263.1 7018.11 10025.1 670.923
44272.1 7020.52 10027.7 670.939
44281.1 7022.93 10030.2 670.956
44290.1 7025.35 10032.7 670.974
44299.1 7027.76 10035.2 670.991
44308.1 7030.17 10037.7 671.008
44317.1 7032.59 10040.3 671.025
44326.1 7035 10042.8 671.043
44335.1 7037.41 10045.3 671.06
44344.1 7039.83 10047.8 671.078
44353.1 7042.24 10050.4 671.095
44362.1 7044.65 10052.9 671.113
44371.1 7047.07 10055.4 671.131
44380.1 7049.48 10057.9 671.149
44389.1 7051.89 10060.5 671.166
44398.1 7054.31 10063 671.184
44407.1 7056.72 10065.5 671.203
44416.1 7059.13 10068 671.221
44425.1 7061.55 10070.6 671.239
44434.1 7063.96 10073.1 671.257
44443.1 7066.37 10075.6 671.276
44452.1 7068.79 10078.1 671.294
44461.1 7071.2 10080.7 671.313
44470.1 7073.62 10083.2 671.331
44479.1 7076.03 10085.7 671.35
44488.2 7078.44 10088.3 671.369
44497.2 7080.86 10090.8 671.387
44506.2 7083.27 10093.3 671.406
44515.2 7085.69 10095.8 671.425
44524.2 7088.1 10098.4 671.444
44533.2 7090.52 10100.9 671.464
44542.2 7092.93 10103.4 671.483
44551.2 7095.35 10106 671.502
44560.2 7097.76 10108.5 671.521
44569.2 7100.18 10111 671.541
44578.2 7102.59 10113.5 671.56
44587.2 7105.01 10116.1 671.58
44596.2 7107.42 10118.6 671.6
44605.3 7109.84 10121.1 671.619
44614.3 7112.25 10123.7 671.639
44623.3 7114.67 10126.2 671.659
44632.3 7117.08 10128.7 671.679
44641.3 7119.5 10131.3 671.699
44650.3 7121.91 10133.8 671.719
44659.3 7124.33 10136.3 671.74
44668.3 7126.74 10138.9 671.76
44677.3 7129.16 10141.4 671.78
44686.4 7131.58 10143.9 671.801
44695.4 7133.99 10146.5 671.821
44704.4 7136.41 10149 671.842
44713.4 7138.82 10151.5 671.862
44722.4 7141.24 10154.1 671.883
44731.4 7143.66 10156.6 671.904
44740.4 7146.07 10159.1 671.925
44749.5 7148.49 10161.7 671.946
44758.5 7150.9 10164.2 671.967
44767.5 7153.32 10166.7 671.988
44776.5 7155.74 10169.3 672.009
44785.5 7158.15 10171.8 672.03
44794.5 7160.57 10174.4 672.052
44803.5 7162.99 10176.9 672.073
44812.6 7165.4 10179.4 672.095
44821.6 7167.82 10182 672.116
44830.6 7170.24 10184.5 672.138
44839.6 7172.66 10187 672.16
44848.6 7175.07 10189.6 672.181
44857.6 7177.49 10192.1 672.203
44866.7 7179.91 10194.7 672.225
44875.7 7182.32 10197.2 672.247
44884.7 7184.74 10199.7 672.269
44893.7 7187.16 10202.3 672.291
44902.7 7189.58 10204.8 672.314
44911.8 7191.99 10207.4 672.336
44920.8 7194.41 10209.9 672.358
44929.8 7196.83 10212.4 672.381
44938.8 7199.25 10215 672.403
44947.8 7201.67 10217.5 672.426
44956.9 7204.08 10220.1 672.449
44965.9 7206.5 10222.6 672.471
44974.9 7208.92 10225.1 672.494
44983.9 7211.34 10227.7 672.517
44992.9 7213.76 10230.2 672.54
45002 7216.18 10232.8 672.563
45011 7218.6 10235.3 672.586
45020 7221.01 10237.9 672.61
45029 7223.43 10240.4 672.633
45038.1 7225.85 10242.9 672.656
45047.1 7228.27 10245.5 672.68
45056.1 7230.69 10248 672.703
45065.1 7233.11 10250.6 672.727
45074.2 7235.53 10253.1 672.751
45083.2 7237.95 10255.7 672.774
45092.2 7240.37 10258.2 672.798
45101.2 7242.79 10260.8 672.822
45110.3 7245.21 10263.3 672.846
45119.3 7247.63 10265.8 672.87
45128.3 7250.04 10268.4 672.894
45137.3 7252.46 10270.9 672.918
45146.4 7254.88 10273.5 672.943
45155.4 7257.3 10276 672.967
45164.4 7259.72 10278.6 672.991
45173.5 7262.14 10281.1 673.016
45182.5 7264.57 10283.7 673.04
45191.5 7266.99 10286.2 673.065
45200.5 7269.41 10288.8 673.09
45209.6 7271.83 10291.3 673.114
45218.6 7274.25 10293.9 673.139
45227.6 7276.67 10296.4 673.164
45236.7 7279.09 10299 673.189
45245.7 7281.51 10301.5 673.214
45254.7 7283.93 10304.1 673.239
45263.8 7286.35 10306.6 673.265
45272.8 7288.77 10309.2 673.29
45281.8 7291.19 10311.7 673.315
45290.9 7293.62 10314.3 673.341
45299.9 7296.04 10316.8 673.366
45308.9 7298.46 10319.4 673.392
45318 7300.88 10321.9 673.418
45327 7303.3 10324.5 673.443
45336 7305.72 10327 673.469
45345.1 7308.15 10329.6 673.495
45354.1 7310.57 10332.1 673.521
45363.1 7312.99 10334.7 673.547
45372.2 7315.41 10337.2 673.573
45381.2 7317.83 10339.8 673.599
45390.2 7320.26 10342.3 673.626
45399.3 7322.68 10344.9 673.652
45408.3 7325.1 10347.4 673.678
45417.4 7327.52 10350 673.705
45426.4 7329.95 10352.6 673.731
45435.4 7332.37 10355.1 673.758
45444.5 7334.79 10357.7 673.785
45453.5 7337.22 10360.2 673.812
45462.5 7339.64 10362.8 673.838
45471.6 7342.06 10365.3 673.865
45480.6 7344.49 10367.9 673.892
45489.7 7346.91 10370.4 673.919
45498.7 7349.33 10373 673.947
45507.7 7351.76 10375.6 673.974
45516.8 7354.18 10378.1 674.001
45525.8 7356.6 10380.7 674.028
45534.9 7359.03 10383.2 674.056
45543.9 7361.45 10385.8 674.083
45553 7363.88 10388.3 674.111
45562 7366.3 10390.9 674.139
45571 7368.72 10393.5 674.166
45580.1 7371.15 10396 674.194
45589.1 7373.57 10398.6 674.222
45598.2 7376 10401.1 674.25
45607.2 7378.42 10403.7 674.278
45616.3 7380.85 10406.3 674.306
45625.3 7383.27 10408.8 674.334
45634.4 7385.7 10411.4 674.363
45643.4 7388.12 10413.9 674.391
45652.5 7390.55 10416.5 674.419
45661.5 7392.97 10419.1 674.448
45670.6 7395.4 10421.6 674.476
45679.6 7397.82 10424.2 674.505
45688.7 7400.25 10426.7 674.534
45697.7 7402.68 10429.3 674.562
45706.8 7405.1 10431.9 674.591
45715.8 7407.53 10434.4 674.62
45724.9 7409.95 10437 674.649
45733.9 7412.38 10439.6 674.678
45743 7414.81 10442.1 674.707
45752 7417.23 10444.7 674.736
45761.1 7419.66 10447.2 674.766
45770.1 7422.09 10449.8 674.795
45779.2 7424.51 10452.4 674.824
45788.2 7426.94 10454.9 674.854
45797.3 7429.37 10457.5 674.884
45806.3 7431.79 10460.1 674.913
45815.4 7434.22 10462.6 674.943
45824.4 7436.65 10465.2 674.973
45833.5 7439.07 10467.8 675.002
45842.5 7441.5 10470.3 675.032
45851.6 7443.93 10472.9 675.062
45860.7 7446.36 10475.5 675.092
45869.7 7448.79 10478 675.123
45878.8 7451.21 10480.6 675.153
45887.8 7453.64 10483.2 675.183
45896.9 7456.07 10485.7 675.213
45905.9 7458.5 10488.3 675.244
45915 7460.93 10490.9 675.274
45924.1 7463.35 10493.4 675.305
45933.1 7465.78 10496 675.336
45942.2 7468.21 10498.6 675.366
45951.2 7470.64 10501.1 675.397
45960.3 7473.07 10503.7 675.428
45969.4 7475.5 10506.3 675.459
45978.4 7477.93 10508.9 675.49
45987.5 7480.36 10511.4 675.521
45996.6 7482.79 10514 675.552
46005.6 7485.22 10516.6 675.583
46014.7 7487.64 10519.1 675.615
46023.7 7490.07 10521.7 675.646
46032.8 7492.5 10524.3 675.678
46041.9 7494.93 10526.8 675.709
46050.9 7497.36 10529.4 675.741
46060 7499.79 10532 675.772
46069.1 7502.22 10534.6 675.804
46078.1 7504.65 10537.1 675.836
46087.2 7507.09 10539.7 675.868
46096.3 7509.52 10542.3 675.9
46105.3 7511.95 10544.9 675.932
46114.4 7514.38 10547.4 675.964
46123.5 7516.81 10550 675.996
46132.5 7519.24 10552.6 676.028
46141.6 7521.67 10555.2 676.061
46150.7 7524.1 10557.7 676.093
46159.7 7526.53 10560.3 676.125
46168.8 7528.96 10562.9 676.158
46177.9 7531.4 10565.5 676.19
46187 7533.83 10568 676.223
46196 7536.26 10570.6 676.256
46205.1 7538.69 10573.2 676.289
46214.2 7541.12 10575.8 676.322
46223.3 7543.56 10578.3 676.355
46232.3 7545.99 10580.9 676.388
46241.4 7548.42 10583.5 676.421
46250.5 7550.85 10586.1 676.454
46259.5 7553.29 10588.6 676.487
46268.6 7555.72 10591.2 676.52
46277.7 7558.15 10593.8 676.554
46286.8 7560.59 10596.4 676.587
46295.9 7563.02 10599 676.621
46304.9 7565.45 10601.5 676.654
46314 7567.89 10604.1 676.688
46323.1 7570.32 10606.7 676.722
46332.2 7572.75 10609.3 676.756
46341.2 7575.19 10611.9 676.789
46350.3 7577.62 10614.4 676.823
46359.4 7580.05 10617 676.857
46368.5 7582.49 10619.6 676.892
46377.6 7584.92 10622.2 676.926
46386.6 7587.36 10624.8 676.96
46395.7 7589.79 10627.3 676.994
46404.8 7592.23 10629.9 677.029
46413.9 7594.66 10632.5 677.063
46423 7597.1 10635.1 677.098
46432.1 7599.53 10637.7 677.132
46441.1 7601.97 10640.3 677.167
46450.2 7604.4 10642.8 677.202
46459.3 7606.84 10645.4 677.237
46468.4 7609.27 10648 677.271
46477.5 7611.71 10650.6 677.306
46486.6 7614.14 10653.2 677.341
46495.7 7616.58 10655.8 677.376
46504.7 7619.02 10658.3 677.412
46513.8 7621.45 10660.9 677.447
46522.9 7623.89 10663.5 677.482
46532 7626.33 10666.1 677.518
46541.1 7628.76 10668.7 677.553
46550.2 7631.2 10671.3 677.589
46559.3 7633.64 10673.9 677.624
46568.4 7636.07 10676.4 677.66
46577.5 7638.51 10679 677.696
46586.6 7640.95 10681.6 677.731
46595.6 7643.38 10684.2 677.767
46604.7 7645.82 10686.8 677.803
46613.8 7648.26 10689.4 677.839
46622.9 7650.7 10692 677.875
46632 7653.13 10694.6 677.911
46641.1 7655.57 10697.1 677.948
46650.2 7658.01 10699.7 677.984
46659.3 7660.45 10702.3 678.02
46668.4 7662.89 10704.9 678.057
46677.5 7665.33 10707.5 678.093
46686.6 7667.76 10710.1 678.13
46695.7 7670.2 10712.7 678.167
46704.8 7672.64 10715.3 678.203
46713.9 7675.08 10717.9 678.24
46723 7677.52 10720.5 678.277
46732.1 7679.96 10723 678.314
46741.2 7682.4 10725.6 678.351
46750.3 7684.84 10728.2 678.388
46759.4 7687.28 10730.8 678.425
46768.5 7689.72 10733.4 678.462
46777.6 7692.16 10736 678.5
46786.7 7694.6 10738.6 678.537
46795.8 7697.04 10741.2 678.574
46804.9 7699.48 10743.8 678.612
46814 7701.92 10746.4 678.65
46823.1 7704.36 10749 678.687
46832.2 7706.8 10751.6 678.725
46841.3 7709.24 10754.2 678.763
46850.4 7711.68 10756.8 678.801
46859.5 7714.12 10759.3 678.838
46868.6 7716.57 10761.9 678.876
46877.7 7719.01 10764.5 678.915
46886.9 7721.45 10767.1 678.953
46896 7723.89 10769.7 678.991
46905.1 7726.33 10772.3 679.029
46914.2 7728.78 10774.9 679.068
46923.3 7731.22 10777.5 679.106
46932.4 7733.66 10780.1 679.144
46941.5 7736.1 10782.7 679.183
46950.6 7738.54 10785.3 679.222
46959.7 7740.99 10787.9 679.26
46968.9 7743.43 10790.5 679.299
46978 7745.87 10793.1 679.338
46987.1 7748.32 10795.7 679.377
46996.2 7750.76 10798.3 679.416
47005.3 7753.2 10800.9 679.455
47014.4 7755.65 10803.5 679.494
47023.5 7758.09 10806.1 679.533
47032.7 7760.53 10808.7 679.572
47041.8 7762.98 10811.3 679.612
47050.9 7765.42 10813.9 679.651
47060 7767.87 10816.5 679.691
47069.1 7770.31 10819.1 679.73
47078.2 7772.76 10821.7 679.77
47087.4 7775.2 10824.3 679.809
47096.5 7777.65 10826.9 679.849
47105.6 7780.09 10829.5 679.889
47114.7 7782.54 10832.1 679.929
47123.8 7784.98 10834.7 679.969
47133 7787.43 10837.3 680.009
47142.1 7789.87 10839.9 680.049
47151.2 7792.32 10842.5 680.089
47160.3 7794.76 10845.1 680.129
47169.5 7797.21 10847.7 680.17
47178.6 7799.66 10850.3 680.21
47187.7 7802.1 10852.9 680.25
47196.8 7804.55 10855.5 680.291
47206 7807 10858.1 680.332
47215.1 7809.44 10860.7 680.372
47224.2 7811.89 10863.3 680.413
47233.3 7814.34 10866 680.454
47242.5 7816.78 10868.6 680.495
47251.6 7819.23 10871.2 680.536
47260.7 7821.68 10873.8 680.577
47269.9 7824.13 10876.4 680.618
47279 7826.57 10879 680.659
47288.1 7829.02 10881.6 680.7
47297.3 7831.47 10884.2 680.741
47306.4 7833.92 10886.8 680.783
47315.5 7836.37 10889.4 680.824
47324.7 7838.82 10892 680.865
47333.8 7841.26 10894.6 680.907
47342.9 7843.71 10897.2 680.949
47352.1 7846.16 10899.8 680.99
47361.2 7848.61 10902.5 681.032
47370.3 7851.06 10905.1 681.074
47379.5 7853.51 10907.7 681.116
47388.6 7855.96 10910.3 681.158
47397.7 7858.41 10912.9 681.2
47406.9 7860.86 10915.5 681.242
47416 7863.31 10918.1 681.284
47425.2 7865.76 10920.7 681.326
47434.3 7868.21 10923.3 681.369
47443.4 7870.66 10925.9 681.411
47452.6 7873.11 10928.6 681.453
47461.7 7875.56 10931.2 681.496
47470.9 7878.01 10933.8 681.539
47480 7880.46 10936.4 681.581
47489.2 7882.92 10939 681.624
47498.3 7885.37 10941.6 681.667
47507.5 7887.82 10944.2 681.71
47516.6 7890.27 10946.8 681.753
47525.7 7892.72 10949.5 681.796
47534.9 7895.17 10952.1 681.839
47544 7897.63 10954.7 681.882
47553.2 7900.08 10957.3 681.925
47562.3 7902.53 10959.9 681.968
47571.5 7904.98 10962.5 682.012
47580.6 7907.44 10965.1 682.055
47589.8 7909.89 10967.8 682.099
47598.9 7912.34 10970.4 682.142
47608.1 7914.8 10973 682.186
47617.2 7917.25 10975.6 682.229
47626.4 7919.7 10978.2 682.273
47635.5 7922.16 10980.8 682.317
47644.7 7924.61 10983.5 682.361
47653.8 7927.07 10986.1 682.405
47663 7929.52 10988.7 682.449
47672.2 7931.97 10991.3 682.493
47681.3 7934.43 10993.9 682.537
47690.5 7936.88 10996.5 682.581
47699.6 7939.34 10999.2 682.626
47708.8 7941.79 11001.8 682.67
47717.9 7944.25 11004.4 682.714
47727.1 7946.7 11007 682.759
47736.3 7949.16 11009.6 682.804
47745.4 7951.62 11012.3 682.848
47754.6 7954.07 11014.9 682.893
47763.7 7956.53 11017.5 682.938
47772.9 7958.98 11020.1 682.983
47782.1 7961.44 11022.7 683.028
47791.2 7963.9 11025.4 683.073
47800.4 7966.35 11028 683.118
47809.6 7968.81 11030.6 683.163
47818.7 7971.27 11033.2 683.208
47827.9 7973.72 11035.8 683.253
47837.1 7976.18 11038.5 683.298
47846.2 7978.64 11041.1 683.344
47855.4 7981.1 11043.7 683.389
47864.6 7983.55 11046.3 683.435
47873.7 7986.01 11049 683.481
47882.9 7988.47 11051.6 683.526
47892.1 7990.93 11054.2 683.572
47901.2 7993.39 11056.8 683.618
47910.4 7995.85 11059.5 683.664
47919.6 7998.3 11062.1 683.71
47928.8 8000.76 11064.7 683.756
